smellId,name,projectName,codeElement,detectorName,details,commit,agglomeratedSmells,metrics.MethodEffectiveLinesOfCode,metrics.NumberOfFinallyStatements,metrics.NumberOfCatchStatements,metrics.ExceptionalLOC,metrics.NumberOfDummyExceptionHandlers,metrics.NumberOfTryStatements,metrics.NumberOfThrowStatements,metrics.NumberOfTryStatementsWithNoCatchAndFinally,metrics.ThrownExceptionTypesCount,metrics.cC,metrics.cDISP,metrics.cINT,metrics.cLOC,metrics.changingClasses,metrics.changingMethods,metrics.classLinesOfCode,metrics.couplingDispersion,metrics.couplingIntensity,metrics.cyclomaticComplexity,metrics.isAbstract,metrics.lCOM,metrics.lCOM2,metrics.lCOM3,metrics.lackOfCohesionOfMethods,metrics.mLOC,metrics.maxCallChain,metrics.maxNesting,metrics.methodLinesOfCode,metrics.nOAM,metrics.nOAV,metrics.numberOfAccessedVariables,metrics.numberOfAccessorMethods,metrics.overrideRatio,metrics.parameterCount,metrics.publicFieldCount,metrics.tCC,metrics.tightClassCohesion,metrics.wMC,metrics.wOC,metrics.weighOfClass,metrics.weightedMethodCount
activiti-805,LongMethod,activiti,"org.activiti.el.juel.misc.TypeConverterImpl.coerceToType([Object, Class<?>])",Organic,"MLOC > 30, startingLine: 306, EndingLine: 351",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.1428571492433548,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-823,LongMethod,activiti,"org.activiti.el.juel.tree.impl.ast.AstFunction.invoke([Bindings, ELContext, Object, Method])",Organic,"MLOC > 30, startingLine: 46, EndingLine: 114",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,"['LongMethod', 'LongParameterList', 'BrainMethod']",39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.375,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-856,LongMethod,activiti,org.activiti.el.juel.tree.impl.Parser.literal,Organic,"MLOC > 30, startingLine: 682, EndingLine: 719",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.375,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-862,LongMethod,activiti,org.activiti.el.juel.tree.impl.Scanner.nextText,Organic,"MLOC > 30, startingLine: 231, EndingLine: 278",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-863,LongMethod,activiti,org.activiti.el.juel.tree.impl.Scanner.nextEval,Organic,"MLOC > 30, startingLine: 346, EndingLine: 421",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,"['LongMethod', 'IntensiveCoupling']",70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1666666716337204,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-901,LongMethod,activiti,"org.activiti.javax.el.BeanELResolver.coerceParams([ExpressionFactory, Method, Object[]])",Organic,"MLOC > 30, startingLine: 532, EndingLine: 578",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-917,LongMethod,activiti,org.activiti.javax.el.ExpressionFactory.newInstance([Properties]),Organic,"MLOC > 30, startingLine: 92, EndingLine: 184",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],49.0,4.0,7.0,196.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-984,LongMethod,activiti,org.activiti.el.juel.tree.impl.ast.AllTests.suite,Organic,"MLOC > 30, startingLine: 23, EndingLine: 44",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-997,LongMethod,activiti,org.activiti.el.juel.tree.impl.ast.AstIdentifierTest.testSetValue,Organic,"MLOC > 30, startingLine: 164, EndingLine: 196",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],35.0,0.0,3.0,105.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-998,LongMethod,activiti,org.activiti.el.juel.tree.impl.ast.AstIdentifierTest.testInvoke,Organic,"MLOC > 30, startingLine: 225, EndingLine: 249",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],35.0,0.0,4.0,140.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1006,LongMethod,activiti,org.activiti.el.juel.tree.impl.ParserTest.testBinray,Organic,"MLOC > 30, startingLine: 83, EndingLine: 123",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1012,LongMethod,activiti,org.activiti.el.juel.tree.impl.ScannerTest.testFloat,Organic,"MLOC > 30, startingLine: 53, EndingLine: 89",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1013,LongMethod,activiti,org.activiti.el.juel.tree.impl.ScannerTest.testString,Organic,"MLOC > 30, startingLine: 91, EndingLine: 107",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],32.0,0.0,6.0,192.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1014,LongMethod,activiti,org.activiti.el.juel.tree.impl.ScannerTest.testOperators,Organic,"MLOC > 30, startingLine: 131, EndingLine: 158",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],35.0,0.0,3.0,105.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1063,LongMethod,activiti,"org.activiti.javax.el.TestFactory.coerceToType([Object, Class<?>])",Organic,"MLOC > 30, startingLine: 19, EndingLine: 67",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1111,LongMethod,activiti,"org.activiti.pvm.impl.runtime.ExecutionImpl.takeAll([List<PvmTransition>, List<ActivityExecution>])",Organic,"MLOC > 30, startingLine: 424, EndingLine: 511",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,"['LongMethod', 'IntensiveCoupling']",50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857164144516,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1116,LongMethod,activiti,org.activiti.pvm.impl.util.LogUtil.LogFormatter.format([LogRecord]),Organic,"MLOC > 30, startingLine: 76, EndingLine: 118",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-1220,LongMethod,activiti,"org.activiti.surf.ActivitiUserFactory.loadUser([RequestContext, String, String])",Organic,"MLOC > 30, startingLine: 147, EndingLine: 239",/home/opus/output-activiti/0b9636b3d7f0d2d8112bbbb8822d5ac08e15606d,['LongMethod'],44.0,0.0,1.0,44.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-71,LongMethod,activiti,org.activiti.engine.impl.webservice.WSDLImporterTest.testImport,Organic,"MLOC > 30, startingLine: 36, EndingLine: 85",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,['LongMethod'],42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545617103577,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-135,LongMethod,activiti,"org.activiti.cycle.impl.connector.signavio.action.CreateMavenProjectAction.createProject([RepositoryConnector, String, String, List<RepositoryArtifact>])",Organic,"MLOC > 30, startingLine: 109, EndingLine: 156",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'LongParameterList']",32.0,0.0,1.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666865348816,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-169,LongMethod,activiti,org.activiti.cycle.impl.connector.signavio.SignavioConnector.getChildrenFromOryxBackend([String]),Organic,"MLOC > 30, startingLine: 402, EndingLine: 466",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'DispersedCoupling']",48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-176,LongMethod,activiti,org.activiti.cycle.impl.connector.signavio.SignavioConnector.transformBpmn20XmltoJson([String]),Organic,"MLOC > 30, startingLine: 745, EndingLine: 803",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,['LongMethod'],32.0,1.0,1.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-239,LongMethod,activiti,org.activiti.cycle.impl.processsolution.connector.ProcessSolutionConnector.getRepositoryNode([String]),Organic,"MLOC > 30, startingLine: 75, EndingLine: 153",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'DispersedCoupling', 'ShotgunSurgery']",52.0,0.0,1.0,52.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.5,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-406,LongMethod,activiti,org.activiti.engine.impl.ant.DeployBarTask.execute,Organic,"MLOC > 30, startingLine: 44, EndingLine: 113",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'MessageChain', 'DispersedCoupling']",43.0,2.0,1.0,43.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636255264282,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-589,LongMethod,activiti,org.activiti.engine.impl.calendar.CronExpression.buildExpression([String]),Organic,"MLOC > 30, startingLine: 310, EndingLine: 396",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,['LongMethod'],47.0,0.0,2.0,47.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-590,LongMethod,activiti,"org.activiti.engine.impl.calendar.CronExpression.storeExpressionVals([int, String, int])",Organic,"MLOC > 30, startingLine: 398, EndingLine: 586",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'IntensiveCoupling', 'BrainMethod']",126.0,0.0,1.0,126.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1428571492433548,7.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-593,LongMethod,activiti,"org.activiti.engine.impl.calendar.CronExpression.checkNext([int, String, int, int])",Organic,"MLOC > 30, startingLine: 588, EndingLine: 718",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'LongParameterList']",94.0,0.0,1.0,94.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333432674408,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-595,LongMethod,activiti,"org.activiti.engine.impl.calendar.CronExpression.addToSet([int, int, int, int])",Organic,"MLOC > 30, startingLine: 737, EndingLine: 868",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'LongParameterList', 'BrainMethod']",90.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-598,LongMethod,activiti,org.activiti.engine.impl.calendar.CronExpression.getTimeAfter([Date]),Organic,"MLOC > 30, startingLine: 941, EndingLine: 1335",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,"['LongMethod', 'BrainMethod']",261.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333432674408,3.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activiti-610,LongMethod,activiti,org.activiti.engine.impl.cfg.ProcessEngineConfigurationImpl.initSessionFactories,Organic,"MLOC > 30, startingLine: 512, EndingLine: 550",/home/opus/output-activiti/09cf253dcc4d7e4aaedd3e5ac4a14e1dfd8b5852,['LongMethod'],52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2857142984867096,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
